"tmdb","trakt","watched_at","season","episode","episode_title","show_title"
"1966329","3774522","2021-02-07T21:00:00.000Z","11","7","Baubles + Soles, Dog Threads. Peanut Butter Pump, The Yard Milkshake Bar","Shark Tank"
"1966328","3774521","2021-02-07T19:50:57.000Z","11","6","The Measuring Shovel, Pili Hunters, Supply, EZC Pak","Shark Tank"
"2507515","4572456","2021-02-06T22:00:44.000Z","12","5","FitFighter, Liftid, Foam Party Hats, Honeywine","Shark Tank"
"2485672","4539434","2021-02-06T21:10:23.000Z","12","4","JADA Spices, Surprise Cake, Mighty Carver, Flipstik","Shark Tank"
"1952396","3774520","2021-02-06T06:06:37.000Z","11","5","Tailgate N Go, Nerdit Now, GolfKicks, MyoStorm","Shark Tank"
"1952395","3740314","2021-02-05T20:00:00.000Z","11","4","Bug Bite Thing, Snacklins, Knife Aid, Plop Star","Shark Tank"
"2682074","4721980","2021-02-05T14:10:03.000Z","21","5","Liskeard, Cornwall: Flour Mill House","Grand Designs"
"1940980","3740313","2021-02-03T22:01:34.000Z","11","3","Eterneva, Baobab, Aira, Squid Socks","Shark Tank"
"2666107","4721979","2021-02-01T04:00:00.000Z","21","4","Bletchley: Self-Heating House","Grand Designs"
"170320","182195","2021-01-29T20:26:16.000Z","9","7","The Whale","The Office"
"2475543","4531717","2021-01-27T22:53:34.000Z","12","3","Hug Sleep, Animated Lure, The Cereal Killerz KItchen, Chirp","Shark Tank"
"2475542","4529226","2021-01-26T21:16:00.000Z","12","2","BootayBag, GoOats, Pooch Paper, P-Nuff Crunch","Shark Tank"
"2407333","4418750","2021-01-25T20:23:08.000Z","12","1","Touch Up Cup, SparkCharge, GarmaGuard, Rumpl Blankets","Shark Tank"
"2561708","4643901","2021-01-25T19:34:21.000Z","12","9","Trophy Smack, ALL33, Electra, His and Her","Shark Tank"
"170319","182194","2021-01-23T19:59:01.000Z","9","6","The Boat","The Office"
"2640588","4705226","2021-01-22T21:14:04.000Z","21","3","South Lincolnshire: Contemporary Barn House","Grand Designs"
"2624717","4669032","2021-01-21T20:42:05.000Z","5","6","Birth Mother","This Is Us"
"2631624","4664729","2021-01-19T22:16:57.000Z","1","2","Part II","Tiger"
"2631623","4595458","2021-01-18T19:58:10.000Z","1","1","Part I","Tiger"
"2551407","4635320","2021-01-18T09:12:31.000Z","1","1","How to Get Started","Headspace Guide to Meditation"
"1871493","3059437","2021-01-17T11:54:28.000Z","6","17","Episode 17","Survivor South Africa"
"1871489","3059421","2021-01-17T08:50:48.000Z","6","16","Episode 16","Survivor South Africa"
"1871488","3059416","2021-01-16T20:59:52.000Z","6","15","Episode 15","Survivor South Africa"
"1871485","3059415","2021-01-16T20:11:30.000Z","6","14","Episode 14","Survivor South Africa"
"1871481","3059413","2021-01-16T17:06:56.000Z","6","13","Episode 13","Survivor South Africa"
"2614840","4685917","2021-01-16T08:00:00.000Z","21","2","Kent: Converted Barn","Grand Designs"
"1871477","3059407","2021-01-13T23:47:05.000Z","6","12","Episode 12","Survivor South Africa"
"1871474","3059404","2021-01-12T00:07:17.000Z","6","11","Episode 11","Survivor South Africa"
"1871468","3017171","2021-01-11T23:15:31.000Z","6","10","Episode 10","Survivor South Africa"
"1871466","3017160","2021-01-10T17:35:59.000Z","6","9","Episode 9","Survivor South Africa"
"1871464","3017156","2021-01-10T16:16:39.000Z","6","8","Episode 8","Survivor South Africa"
"1871460","3017152","2021-01-10T13:49:34.000Z","6","7","Episode 7","Survivor South Africa"
"1871456","3017147","2021-01-10T12:56:13.000Z","6","6","Episode 6","Survivor South Africa"
"1871455","2996871","2021-01-09T16:08:24.000Z","6","5","Episode 5","Survivor South Africa"
"","3063416","2021-01-09T11:05:54.000Z","1","1","no episode title","1"
"1871453","2996869","2021-01-09T09:20:36.000Z","6","4","Episode 4","Survivor South Africa"
"1492990","2996868","2021-01-08T21:44:10.000Z","6","3","Episode 3","Survivor South Africa"
"2603527","4678674","2021-01-08T17:48:31.000Z","21","1","South West London: Cemetery Keeper's Lodge","Grand Designs"
"1492989","2987948","2021-01-08T16:07:23.000Z","6","2","Episode 2","Survivor South Africa"
"1492988","2987942","2021-01-08T11:50:59.000Z","6","1","Episode 1","Survivor South Africa"
"2595866","4586939","2021-01-07T00:08:48.000Z","5","5","A Long Road Home","This Is Us"
"2621153","5109121","2021-01-05T20:39:18.000Z","58","1","Feast to Save the Planet","Horizon"
"1592301","3102286","2021-01-04T22:15:44.000Z","1","1","Fat","Salt Fat Acid Heat"
"2239319","4096181","2021-01-04T20:54:57.000Z","2","7","Oat Cuisine: The Reload","Good Eats: Reloaded"
"1595839","3164061","2021-01-04T20:32:01.000Z","1","2","Use Your Noodle: The Reload","Good Eats: Reloaded"
"1595837","3164054","2021-01-03T20:41:04.000Z","1","1","Steak Your Claim: The Reload","Good Eats: Reloaded"
"1646177","3297868","2021-01-03T20:12:58.000Z","1","2","The Van","Manhunt"
"1646178","3297904","2021-01-03T20:12:43.000Z","1","3","The Suspect","Manhunt"
"1646176","3276085","2021-01-03T06:55:40.000Z","1","1","The First Day","Manhunt"
"170336","182193","2020-12-31T23:30:00.000Z","9","5","Here Comes Treble","The Office"
"170318","182192","2020-12-31T21:08:32.000Z","9","4","Work Bus","The Office"
"1820878","3567841","2020-12-30T12:25:20.000Z","2","7","I Want to Know","Big Little Lies"
"1820877","3567840","2020-12-30T11:11:58.000Z","2","6","The Bad Mother","Big Little Lies"
"1820876","3567839","2020-12-30T06:18:53.000Z","2","5","Kill Me","Big Little Lies"
"1810237","3563784","2020-12-29T21:05:53.000Z","2","4","She Knows","Big Little Lies"
"1810236","3558802","2020-12-28T23:01:35.000Z","2","3","The End of the World","Big Little Lies"
"1810235","3558801","2020-12-27T06:43:40.000Z","2","2","Tell-Tale Hearts","Big Little Lies"
"1759620","3481222","2020-12-26T20:46:25.000Z","2","1","What Have They Done?","Big Little Lies"
"1273115","2225419","2020-12-25T22:16:04.000Z","1","7","You Get What You Need","Big Little Lies"
"1270962","2225418","2020-12-25T20:51:23.000Z","1","6","Burning Love","Big Little Lies"
"1261515","2225417","2020-12-24T22:33:51.000Z","1","5","Once Bitten","Big Little Lies"
"1261514","2225416","2020-12-23T00:59:12.000Z","1","4","Push Comes to Shove","Big Little Lies"
"1261513","2225415","2020-12-16T23:03:01.000Z","1","3","Living the Dream","Big Little Lies"
"1261512","2225414","2020-12-16T21:24:00.000Z","1","2","Serious Mothering","Big Little Lies"
"1243851","2212680","2020-12-15T21:54:43.000Z","1","1","Somebody's Dead","Big Little Lies"
"170317","182191","2020-12-15T10:14:14.000Z","9","3","Andy's Ancestry","The Office"
"170316","182190","2020-12-13T15:13:11.000Z","9","2","Roy's Wedding","The Office"
"170315","182189","2020-12-13T14:41:48.000Z","9","1","New Guys","The Office"
"170310","182188","2020-12-12T16:59:51.000Z","8","24","Free Family Portrait Studio","The Office"
"170309","182187","2020-12-12T16:32:44.000Z","8","23","Turf War","The Office"
"170307","182186","2020-12-10T15:30:27.000Z","8","22","Fundraiser","The Office"
"170308","182185","2020-12-04T19:13:31.000Z","8","21","Angry Andy","The Office"
"170305","182184","2020-12-04T18:34:51.000Z","8","20","Welcome Party","The Office"
"170306","182183","2020-12-04T17:50:52.000Z","8","19","Get the Girl","The Office"
"170303","182182","2020-12-03T19:54:44.000Z","8","18","Last Day in Florida","The Office"
"170304","182181","2020-12-03T19:30:52.000Z","8","17","Test the Store","The Office"
"170302","182180","2020-12-02T20:04:59.000Z","8","16","After Hours","The Office"
"170301","182179","2020-12-02T19:36:30.000Z","8","15","Tallahassee","The Office"
"170300","182178","2020-12-01T20:48:47.000Z","8","14","Special Project","The Office"
"170299","182177","2020-12-01T07:41:50.000Z","8","13","Jury Duty","The Office"
"170298","182176","2020-11-29T19:47:07.000Z","8","12","Pool Party","The Office"
"170297","182175","2020-11-28T13:12:55.000Z","8","11","Trivia","The Office"
"170296","182174","2020-11-27T21:44:34.000Z","8","10","Christmas Wishes","The Office"
"170312","182173","2020-11-25T22:12:57.000Z","8","9","Mrs. California","The Office"
"170314","182172","2020-11-25T14:37:40.000Z","8","8","Gettysburg","The Office"
"170313","182171","2020-11-24T14:36:43.000Z","8","7","Pam's Replacement","The Office"
"170295","182170","2020-11-21T14:47:36.000Z","8","6","Doomsday","The Office"
"170294","182169","2020-11-21T13:12:19.000Z","8","5","Spooked","The Office"
"170293","182168","2020-11-19T19:14:01.000Z","8","4","Garden Party","The Office"
"170292","182167","2020-11-19T07:01:57.000Z","8","3","Lotto","The Office"
"2497184","4566031","2020-11-19T06:39:46.000Z","5","4","Honestly","This Is Us"
"2480334","4527268","2020-11-18T21:07:32.000Z","5","3","Changes","This Is Us"
"170311","182166","2020-11-17T21:17:06.000Z","8","2","The Incentive","The Office"
"170291","182165","2020-11-17T12:14:10.000Z","8","1","The List","The Office"
"170287","182163","2020-11-16T19:05:31.000Z","7","24","Search Committee","The Office"
"170290","182162","2020-11-15T17:21:19.000Z","7","23","Dwight K. Schrute, (Acting) Manager","The Office"
"170286","182161","2020-11-15T14:54:54.000Z","7","22","The Inner Circle","The Office"
"170281","182160","2020-11-14T08:08:00.000Z","7","21","Goodbye, Michael","The Office"
"170289","182159","2020-11-12T22:07:32.000Z","7","20","Michael's Last Dundies","The Office"
"170283","182158","2020-11-12T17:47:23.000Z","7","19","Training Day","The Office"
"170280","182157","2020-11-12T17:12:27.000Z","7","18","Garage Sale","The Office"
"170282","182156","2020-11-12T15:55:38.000Z","7","17","Todd Packer","The Office"
"170265","182155","2020-11-11T18:54:31.000Z","7","16","Threat Level Midnight","The Office"
"170279","182154","2020-11-10T21:27:23.000Z","7","15","PDA","The Office"
"170278","182153","2020-11-10T18:07:10.000Z","7","14","The Search","The Office"
"170276","182152","2020-11-10T17:39:17.000Z","7","13","The Seminar","The Office"
"170277","182151","2020-11-10T17:15:59.000Z","7","12","Ultimatum","The Office"
"170285","182149","2020-11-10T11:23:06.000Z","7","11","Classy Christmas","The Office"
"170274","182148","2020-11-09T20:14:50.000Z","7","10","China","The Office"
"170275","182147","2020-11-09T19:44:14.000Z","7","9","WUPHF.com","The Office"
"170273","182146","2020-11-08T20:27:08.000Z","7","8","Viewing Party","The Office"
"170272","182145","2020-11-08T20:03:40.000Z","7","7","Christening","The Office"
"170271","182144","2020-11-08T08:42:07.000Z","7","6","Costume Contest","The Office"
"170270","182143","2020-11-08T07:31:30.000Z","7","5","The Sting","The Office"
"170269","182142","2020-11-07T21:52:57.000Z","7","4","Sex Ed","The Office"
"170267","182141","2020-11-07T13:30:00.000Z","7","3","Andy's Play","The Office"
"170268","182140","2020-11-06T21:38:55.000Z","7","2","Counseling","The Office"
"170266","182139","2020-11-05T20:30:11.000Z","7","1","Nepotism","The Office"
"170196","182138","2020-11-05T20:00:54.000Z","6","24","Whistleblower","The Office"
"170193","182137","2020-11-05T13:47:53.000Z","6","23","The Chump","The Office"
"170198","182136","2020-11-04T19:51:19.000Z","6","22","The Cover-Up","The Office"
"170197","182135","2020-11-03T15:57:33.000Z","6","21","Body Language","The Office"
"170194","182134","2020-11-03T14:31:37.000Z","6","20","Secretary's Day","The Office"
"170192","182133","2020-11-03T14:07:56.000Z","6","19","Happy Hour","The Office"
"170199","182132","2020-11-03T00:31:36.000Z","6","18","New Leads","The Office"
"170195","182131","2020-11-01T22:01:47.000Z","6","17","St. Patrick's Day","The Office"
"170205","182129","2020-11-01T13:54:33.000Z","6","16","The Delivery","The Office"
"170204","182128","2020-10-30T21:21:03.000Z","6","15","The Manager and the Salesman","The Office"
"170191","182127","2020-10-30T14:46:13.000Z","6","14","Sabre","The Office"
"170187","182126","2020-10-30T13:46:43.000Z","6","13","The Banker","The Office"
"2464697","4093042","2020-10-29T21:56:33.000Z","5","1","Forty (1) / Forty (2)","This Is Us"
"2464697","4093042","2020-10-29T14:27:50.000Z","5","1","Forty (1) / Forty (2)","This Is Us"
"2263154","4019766","2020-10-28T14:18:44.000Z","40","14","It All Boils Down to This","Survivor"
"2259973","4019764","2020-10-28T06:15:38.000Z","40","13","The Penultimate Step of the War","Survivor"
"2247291","4019763","2020-10-27T18:28:40.000Z","40","12","Friendly Fire","Survivor"
"2237011","4019761","2020-10-27T14:45:01.000Z","40","11","This is Extortion","Survivor"
"2228908","4019760","2020-10-27T06:55:52.000Z","40","10","The Full Circle","Survivor"
"2214208","4019758","2020-10-27T05:57:52.000Z","40","9","War is Not Pretty","Survivor"
"2208890","4019756","2020-10-26T14:40:09.000Z","40","8","This is Where the Battle Begins","Survivor"
"2201668","4019755","2020-10-26T05:37:33.000Z","40","7","We're in the Majors","Survivor"
"2194571","4019753","2020-10-25T13:56:27.000Z","40","6","Quick on the Draw","Survivor"
"2186931","4019752","2020-10-25T13:07:04.000Z","40","5","The Buddy System on Steroids","Survivor"
"2181116","3997095","2020-10-25T11:59:54.000Z","40","4","I Like Revenge","Survivor"
"2174883","3965632","2020-10-24T21:28:56.000Z","40","3","Out for Blood","Survivor"
"2169581","3811270","2020-10-24T20:23:17.000Z","40","2","It's Like a Survivor Economy","Survivor"
"2058366","3811269","2020-10-24T15:46:05.000Z","40","1","Greatest of the Greats","Survivor"
"2205609","4062120","2020-10-23T21:16:02.000Z","7","25","Reunion special","Australian Survivor"
"2186735","4062117","2020-10-23T21:16:02.000Z","7","24","Episode 24","Australian Survivor"
"2186734","4058427","2020-10-23T14:06:06.000Z","7","23","Episode 23","Australian Survivor"
"2186733","4056480","2020-10-22T21:53:49.000Z","7","22","Episode 22","Australian Survivor"
"2186732","4044511","2020-10-22T20:58:00.000Z","7","21","Episode 21","Australian Survivor"
"2186731","4044510","2020-10-22T19:53:25.000Z","7","20","Episode 20","Australian Survivor"
"2186730","4042076","2020-10-21T21:16:45.000Z","7","19","Episode 19","Australian Survivor"
"2178855","4042071","2020-10-21T16:02:33.000Z","7","18","Episode 18","Australian Survivor"
"2178854","4042068","2020-10-20T21:18:54.000Z","7","17","Episode 17","Australian Survivor"
"2178853","4042067","2020-10-20T20:24:36.000Z","7","16","Episode 16","Australian Survivor"
"2174484","4022791","2020-10-20T13:00:56.000Z","7","15","Episode 15","Australian Survivor"
"2174483","4022790","2020-10-20T11:01:27.000Z","7","14","Episode 14","Australian Survivor"
"2174481","4022789","2020-10-19T20:10:43.000Z","7","13","Episode 13","Australian Survivor"
"2165392","4009265","2020-10-19T10:50:00.000Z","7","12","Episode 12","Australian Survivor"
"2165391","4009264","2020-10-18T19:53:36.000Z","7","11","Episode 11","Australian Survivor"
"2165390","4009263","2020-10-18T14:21:12.000Z","7","10","Episode 10","Australian Survivor"
"2162951","3996555","2020-10-17T20:27:52.000Z","7","9","Episode 9","Australian Survivor"
"2162950","3996553","2020-10-17T12:40:56.000Z","7","8","Episode 8","Australian Survivor"
"2162949","3996552","2020-10-16T21:26:51.000Z","7","7","Episode 7","Australian Survivor"
"2070378","3985371","2020-10-16T13:28:14.000Z","7","6","Episode 6","Australian Survivor"
"2070377","3981141","2020-10-16T11:24:54.000Z","7","5","Episode 5","Australian Survivor"
"2070376","3981140","2020-10-15T20:08:05.000Z","7","4","Episode 4","Australian Survivor"
"2069305","3979041","2020-10-15T09:04:56.000Z","7","3","Episode 3","Australian Survivor"
"2069304","3979040","2020-10-14T20:22:54.000Z","7","2","Episode 2","Australian Survivor"
"2055958","3960768","2020-10-14T15:00:19.000Z","7","1","Episode 1","Australian Survivor"
"170188","182125","2020-10-13T19:40:50.000Z","6","12","Secret Santa","The Office"
"170186","182124","2020-10-13T17:00:52.000Z","6","11","Scott's Tots","The Office"
"170184","182123","2020-10-13T13:15:17.000Z","6","10","Shareholder Meeting","The Office"
"170185","182122","2020-10-13T06:44:01.000Z","6","9","Murder","The Office"
"170200","182121","2020-10-12T21:33:01.000Z","6","8","Double Date","The Office"
"170203","182120","2020-10-12T17:54:07.000Z","6","7","Koi Pond","The Office"
"170202","182119","2020-10-11T18:33:29.000Z","6","6","The Lover","The Office"
"170201","182118","2020-10-11T17:56:57.000Z","6","5","Mafia","The Office"
"170182","182116","2020-10-11T17:30:59.000Z","6","4","Niagara","The Office"
"170182","182116","2020-10-11T11:20:43.000Z","6","4","Niagara","The Office"
"170189","182115","2020-10-11T06:04:39.000Z","6","3","The Promotion","The Office"
"170190","182114","2020-10-10T20:54:04.000Z","6","2","The Meeting","The Office"
"170181","182113","2020-10-10T14:16:39.000Z","6","1","Gossip","The Office"
"170227","182112","2020-10-10T04:49:27.000Z","5","26","Company Picnic","The Office"
"170225","182111","2020-10-09T20:00:45.000Z","5","25","Cafe Disco","The Office"
"170221","182110","2020-10-09T10:02:30.000Z","5","24","Casual Friday","The Office"
"170224","182109","2020-10-09T09:29:52.000Z","5","23","Broke","The Office"
"","3945365","2020-10-09T05:50:40.000Z","47","5","Fruit Tart Filling: Pastry Cream","MasterClass"
"","3944894","2020-10-09T05:35:25.000Z","29","1","Alice's Philosophy of Food","MasterClass"
"","3942767","2020-10-09T05:16:19.000Z","11","7","Make: Elevated Scrambled Eggs","MasterClass"
"170223","182108","2020-10-08T13:43:52.000Z","5","22","Heavy Competition","The Office"
"170226","182107","2020-10-07T19:53:51.000Z","5","21","Michael Scott Paper Company","The Office"
"170222","182106","2020-10-07T19:24:00.000Z","5","20","Dream Team","The Office"
"170220","182105","2020-10-07T11:08:21.000Z","5","19","Two Weeks","The Office"
"170219","182104","2020-10-07T10:14:02.000Z","5","18","New Boss","The Office"
"170218","182103","2020-10-06T20:08:13.000Z","5","17","Golden Ticket","The Office"
"170229","182102","2020-10-05T21:42:55.000Z","5","16","Blood Drive","The Office"
